gene,8C_C1,8C_C2,2PN_1,2PN_2,2PN_3,2PN_4,2PN_5,2PN_6,2PN_7,2PN_8,2PN_9,2PN_10,3PN_1,3PN_2,3PN_3,3PN_4
SLC13A4,-0.132175854,-0.285520443,0.602347291,0.719426009,-0.076986924,-0.898354984,-0.252112516,0.250316052,-0.160464888,-0.443840237,0.187249907,0.064971725,-0.919349563,-0.48973858,0.024306002,0.508228638
CLEC16A,-0.186874359,-0.232736576,0.446021175,0.889147122,-0.312303239,0.178769242,0.00333169,0.526546164,0.06307954,0.092737483,0.285975201,0.162500781,-0.19987746,-0.188866282,0.299929621,0.298037409
SERINC4,-0.266303142,-0.154955444,-0.006747447,0.884318454,0.443635304,0.421298168,-0.22550683,0.647917195,0.177649315,0.262638769,0.083885862,0.209506704,0.044246081,0.194023714,0.792696639,0.743206907
NKD1,-0.143072068,-0.278548424,-0.444900229,0.122330255,-0.583848974,0.056133866,-0.173962859,-0.244827593,0.009256652,-0.183258191,0.026033314,-0.118980338,-0.569282045,-0.302291628,-0.133571878,-0.135982586
KIF3C,-0.337775833,-0.085606864,1.094194647,1.450774563,-0.648743901,-0.014680187,0.073804232,0.840242406,0.51735738,0.191949089,-0.087897896,0.240558597,0.243626221,0.330733576,0.507136339,0.912306224
RBM45,-0.104005733,-0.320181777,0.190330297,-1,0.575810196,0.609078819,0.615542486,0.556331453,0.382914617,0.296466203,0.099972604,0.576329715,0.690003618,0.145775804,0.335513463,0.052906229
DES,-0.022547205,-0.406889126,0.669411913,1.198931595,0.091485465,-0.730597231,-1,0.349547347,-0.203810458,-0.340404935,-0.157372915,0.024026542,-0.556937225,-1,0.526937571,0.017110086
NXPH4,-0.442201041,0.010752083,0.435796922,0.854352445,-0.044378914,-0.052525743,-0.529111519,0.747813131,0.208444313,-0.82111927,0.020360412,0.045225545,-0.518887303,-0.470762195,0.332559641,0.634050828
LTBP4,-0.240573463,-0.191701434,-0.005579984,0.747716562,-0.013963203,0.157147181,0.094241517,0.482868155,0.26249072,0.141294215,-0.056470366,0.287344361,-0.147580092,0.16167699,0.511132117,0.118906927
KIAA0556,-0.227692525,-0.208703271,-0.048500647,0.376810829,-0.187159811,0.403167038,0.122659451,0.360730647,-0.084503449,0.182707317,-0.249936696,-0.007975336,-0.390962421,-0.284806117,0.095199699,0.019191382
ZGLP1,-0.299948474,-0.138282173,0.579662091,1.302581344,-0.895094365,-0.46968156,-0.178590571,0.110100601,0.158784216,-0.040132373,-0.107053291,0.018319825,-0.099505442,-0.74701784,0.113111718,0.054501594
REEP2,-0.138153869,-0.301286131,1.411614319,2.036764591,-0.516054433,-0.124050731,-0.186043252,0.695327807,0.343462951,-0.241753223,0.466667769,-0.135287422,-1,-1,0.656347011,0.899787956
KATNB1,-0.267424116,-0.172591112,1.017138977,1.670364062,-0.026004978,0.140422244,-0.001292645,0.508984514,-0.177363737,0.219383049,0.258359475,0.232619813,-0.204656546,0.283272049,0.353945644,0.536417274
INPP5B,-0.192867917,-0.247384143,-0.019581907,0.946848228,0.574269526,0.448709588,0.46841946,-0.06309947,0.391508457,0.573581344,0.41575554,0.375998295,0.347256176,0.341368349,0.264499455,0.009879374
CCDC61,-0.15099493,-0.290059267,0.562173506,0.813784279,0.061554255,-0.652664715,-1,-0.040024258,0.228621043,-0.280995966,-0.209662682,-0.44801722,-0.64512703,-1,0.395515274,0.569622007
EXOC3,-0.220020171,-0.223016834,0.10452057,0.448746811,-0.020377474,0.37264343,0.184932639,0.468201507,0.383981694,0.074656658,0.119747987,0.414562578,0.314522805,0.467203661,0.301366444,-0.416632304
TP53INP2,-0.099543727,-0.345577011,0.799981316,0.787159198,-0.332020889,0.303034409,0.387794742,0.69646342,0.459789806,0.298590893,0.358035218,0.564188196,0.4512705,0.345449799,0.115025734,0.664828344
CR1L,-0.507698999,0.061370258,0.270334938,0.770060357,-0.46857029,-0.352999226,-1,-0.223154963,0.188878347,-1,-0.329436535,-0.288924502,-1,-1,-0.0630413,0.397373683
MFAP2,0.021190707,-0.467806039,1.041170188,1.015780939,0.023324122,0.670119962,0.238045563,0.362376277,0.544446543,0.283089901,0.533141912,0.459515926,-0.375047456,-0.079749778,0.261025109,0.63601728
THSD7A,-0.228233768,-0.21839784,1.004748149,1.173565018,0.063807933,-0.167107672,-0.064813485,0.716920573,-0.1462479,-0.76886546,0.251952939,0.164060352,-0.657947417,-0.425171983,0.751380582,0.911348443
STARD5,-0.230331469,-0.217823887,0.363398917,0.477718722,-0.057799858,-0.435641956,-0.737504202,-0.148011,0.033552175,0.21463168,-0.768612026,-0.30125328,-0.964167431,-0.138735808,-0.191961834,0.230848033
CSRP3,-0.059171802,-0.392946,-1,-1,-0.020377474,-1,-1,0.043486457,-1,-0.630288884,-0.530014749,-1,-1,-0.662172892,0.161527614,-0.275004454
VEGFC,-0.202673934,-0.253034369,-0.702791974,-1,0.413167779,0.168506028,-0.418228463,-0.48677454,-1,-0.405097094,-1,0.0649448,-0.430585004,0.240872104,-0.326901554,0.288935459
MICAL3,-0.239443705,-0.217163681,-0.163257429,0.556534304,-0.353308833,-0.168032185,-0.413345306,-0.024309117,-0.027400366,-0.292171879,-0.033290441,-0.145339196,-0.464814024,-0.321706383,0.152489541,-0.073941069
SMAD1,-0.173324601,-0.290142866,1.001007826,1.436819001,0.506305563,-0.088813723,-0.098365599,0.829067774,0.505825324,0.19537597,0.186739134,0.34255512,-0.127512799,-0.066245739,0.834265398,1.364087751
DIPK1A,-0.127923635,-0.335877774,0.3338842,0.663267334,0.06180768,0.465474108,-0.470625856,0.383037309,0.566195552,-0.038225419,0.076507146,0.851701767,0.441439302,0.675988154,0.502742292,0.441946783
KHK,-0.310391088,-0.153911772,1.594752394,2.036034154,-0.162416507,-0.207795559,0.092995743,0.487304449,0.244072474,-0.246209169,0.459204074,0.18865494,-0.928577089,-0.301848146,0.682554611,0.875943762
CLASP1,-0.189218104,-0.276180625,-0.305231379,0.531079054,0.406886796,-0.080142238,0.084298813,0.527360993,0.343280552,0.310523171,0.119445934,0.238606809,0.007552301,-0.003220085,0.170520454,-0.072737557
NCF2,-0.040424056,-0.425121432,0.67270879,1.117209721,-1,-0.205273613,-0.305034121,0.198713303,-0.453259297,-0.398447451,-0.162656692,0.237500366,-0.465895525,-0.051774701,0.785017169,0.41022907
LRCH4,-0.374909178,-0.090673534,0.583908147,1.122581187,-0.489473086,-0.01051463,-0.472860729,0.461757466,0.078430716,-0.522517273,-0.06047316,-0.61240838,-0.859170032,-0.206172821,-0.252880954,0.356989037
RECQL5,-0.171788418,-0.295386082,0.502069704,0.884984272,-0.026380748,0.237418056,0.281719737,0.405194168,0.130125901,0.101428452,0.028093266,0.502890257,-0.172508017,0.088273977,0.279066637,0.122853577
DMRTC2,-0.186674526,-0.281074189,0.533601128,0.25254382,-0.528721494,0.001865755,-0.042165235,0.75880497,0.310179288,0.144244081,0.328526382,0.363143404,-0.706585289,-0.711056146,0.104270251,0.889430179
RPE65,-0.242507559,-0.225759442,0.055210185,-0.061011454,-0.694668976,-1,-1,-0.755414951,0.181023544,-1,-1,0.039768511,-1,-1,-0.775392257,-1
AC104389.6,0.012132548,-0.487470756,-1,-1,0.007861797,-1,-1,-1,0.801937023,-1,-1,0.224146247,-1,-1,-0.295395599,0.215916078
PRR23D1,-0.503364776,0.027782015,-0.203329453,-1,-1,-1,-1,0.153541401,0.590998901,-1,0.487328179,0.9372057,-1,-1,1.668114258,-1
GLP2R,-0.112403121,-0.371614033,-1,-1,-1,-0.478973251,-1,-1,-1,-1,-0.446955558,-1,-1,-1,-1,-1
RASA4,-0.208654608,-0.276459037,0.877555508,1.463952532,-0.411366327,-0.31338491,-0.6898424,0.239089415,0.061160589,-0.446254319,0.054429187,-0.021571125,-0.758827213,-0.340179507,0.271692946,0.359894649
F2,-0.026408577,-0.462703127,0.742274582,1.110532137,-1,-1,-0.32438597,0.630654524,-0.214745853,-1,0.033722954,0.286301947,-0.420560775,-1,0.616826064,0.690177467
NPAS1,0.002271187,-0.491398376,1.149149805,1.566767596,0.650919088,0.792227537,0.324415811,0.845863151,0.466940244,0.034639845,-0.085943858,0.224258466,-0.003172791,0.196864815,0.626042727,0.535421098
PRRC2A,-0.165196104,-0.326074472,0.563072942,1.07622233,0.175611533,0.592434703,0.508870691,0.42776646,0.463370776,0.379479382,0.085629816,0.511741825,-0.065899969,0.281535358,0.260494976,0.327970195
MGAT5B,-0.374591747,-0.119063737,1.247015291,1.836223571,-0.140222325,-0.236641125,-0.502710341,0.822839474,-0.187636407,-0.35326132,-0.087003602,-0.207874362,-0.964420642,-0.220719822,0.570460393,0.41014194
VLDLR,-0.350004368,-0.14678282,0.220037444,0.202326176,-0.225332335,0.556362453,-0.218637534,0.344825762,0.310963786,0.090823573,0.116636962,0.076422332,-0.348328488,-0.310779252,0.259934158,0.595873696
CDON,-0.181027472,-0.315935275,0.281432008,0.422687652,-0.351992447,-0.100784156,-0.510721323,0.104097711,-0.114914939,0.034437694,-0.001857448,0.112359972,-0.274053021,0.079141072,0.087609653,-0.384120303
LY75-CD302,-0.164002931,-0.333737523,0.13774012,0.276351723,-0.170025358,0.538751135,0.169824854,-0.117769379,-0.455355843,-0.347501571,-0.208443659,0.462057318,-0.304842414,0.16787624,-0.384816265,0.430954047
DEGS2,-0.224153212,-0.274324682,1.544026722,1.959229244,-0.084371205,-0.106472865,0.179824002,0.966055992,0.858661513,0.273503142,0.387459593,0.405703486,-0.038693736,-0.040343348,0.305704466,0.392314008
SLC1A1,-0.143290016,-0.355909774,-1,-1,-0.60132093,0.20117473,-1,-0.349684121,-0.834318661,0.223349248,-0.190311565,0.0929444,-0.367280894,-1,0.013821367,0.394035575
GEN1,-0.18337812,-0.317723774,-0.491380937,-1,0.197667518,0.507469587,0.128840722,0.188363796,0.446169491,0.367910696,-0.341555347,0.62636883,0.353427754,0.333921139,0.163445346,-1
TMEM139,-0.272304246,-0.231637286,-0.455306278,0.257983913,-0.126311015,-0.738896814,-0.411899243,0.115187326,0.034972748,-1,-1,-0.106576987,-0.449572773,-1,0.73503331,-1
G6PD,-0.217824675,-0.287212373,0.716393866,1.061115695,0.209203122,0.111776505,0.302718287,0.673449826,-0.165351336,0.044875151,-0.29352964,0.515851334,-0.243129314,-0.502565536,0.378003586,0.264321878
AMPH,-0.449808227,-0.056990651,0.485788552,0.69139591,0.713510619,0.296040717,0.56652175,0.246231619,-1,-0.097432892,0.112522558,-0.439140528,0.595925344,-0.713624087,0.413482833,0.25601331
ZNF233,-0.333670473,-0.174118404,-1,-0.261715756,-0.036299937,0.027440984,-0.207866723,-1,-0.123153004,-0.192976482,0.152698284,-0.08890794,-0.243331948,-0.058066851,-0.914436334,-0.903739795
OCA2,-0.351476452,-0.157330924,0.453621017,1.366841733,-0.135257653,0.706043377,0.585431287,0.431634229,0.414027729,0.251271409,0.39236152,0.418307424,0.52483889,0.351119029,0.092696789,0.666342355
AMACR,-0.238928596,-0.272393278,0.157876051,0.705763334,0.001922875,0.336716232,-0.680740663,-0.020667779,-0.254161023,0.405301101,-0.070900117,0.320475934,-0.009947616,-0.210816962,0.326383385,0.626021562
GFRA2,-0.135879485,-0.376295766,1.017304689,1.568810952,0.003592481,-0.075271761,-0.284801264,0.998545765,0.139263085,0.106041912,0.52698894,0.668744667,-0.395778052,-0.214612785,0.557769504,0.746704007
SEPTIN14,-0.323443649,-0.18897914,-0.665491362,-1,-0.93129111,-0.851064349,-0.229951661,0.24569671,0.579734336,-0.078014303,-0.102000565,0.443730834,-0.373042921,0.405970626,0.234608385,0.386429402
DTX2,-0.186456772,-0.32904019,0.685884898,1.778112017,-0.29380992,0.293454708,-0.11464042,0.952762279,-0.163840074,0.186122243,-0.099569179,0.124666892,-0.01545041,-0.164666013,0.733911377,0.325012115
LRP5,-0.194819238,-0.324845328,0.331787338,0.617264195,-0.683101006,-0.964380919,-0.265470989,0.312708048,-0.006218103,-0.585691464,0.065097728,-0.157812968,-0.963294822,-0.737790949,0.26165867,-0.134226378
PLD6,-0.347194563,-0.174317925,0.644457891,1.32078479,0.718266708,1.15420936,0.322324547,0.584829585,-0.187806431,0.522690394,0.133737808,0.664337016,-0.506568719,0.657809379,0.8725702,0.177150802
GOLGA6L1,-0.291950831,-0.230167347,-1,-1,-0.621548497,-0.893978568,-1,-0.467832633,-0.557395135,-1,-0.664122651,-0.880839032,-1,-0.932703236,0.314270126,-0.168388705
AKT2,-0.154860766,-0.367304266,0.391439725,0.837087827,-0.498667232,-0.296378426,-0.672602849,0.350869739,-0.449326937,-0.484784187,-0.193156673,0.022140066,-0.514691776,-0.207844855,0.157443168,0.360483027
GRHL3,-0.185983408,-0.337105913,0.658050739,1.37791771,-0.519564024,-1,-0.542126158,0.636825903,-0.51854527,-0.675103547,-0.176480564,0.151340852,-0.705837015,-1,0.412510278,0.958099258
NFATC1,-0.192113958,-0.33159414,0.732814098,1.322890898,-0.239492777,-0.006251587,-0.359916468,0.60787721,0.165482633,0.096394808,-0.395587737,0.149438053,-0.410506703,-0.468281393,0.384725891,0.759917096
CLASRP,-0.321789105,-0.201968095,-0.147016407,0.853026787,-0.776194893,0.355410139,-0.474914617,0.481838616,-0.195804324,-0.229432139,-0.104791173,-0.007958704,-0.575091751,-0.511351014,0.251246327,0.30931732
AC055811.2,-0.352186275,-0.171849571,0.981571863,1.524444418,0.460226647,0.856414623,-0.013067472,0.794378379,0.298807026,0.323743678,0.365621809,0.55538227,-0.409127639,0.290936561,0.881006639,0.478459712
ACBD7,-0.235533563,-0.292975589,-0.7633298,-0.402423164,-0.712967451,0.14500984,-0.435173856,-0.382142826,0.295330427,-0.356469552,-0.170661099,-0.323933873,-0.068860084,-0.039559001,0.900989281,-1
SLC27A6,0.108716865,-0.637995248,0.536766702,1.384041607,0.545713876,-0.376292047,-0.776792767,0.316017968,-0.093135506,0.283203728,-0.295174277,-1,-0.562221383,-1,0.960874584,1.059093277
AL662884.4,-0.486051243,-0.045005799,1.163729523,1.777567166,1.013623724,0.280231798,0.994887565,1.326691141,0.764838804,0.845741436,0.287391867,1.24631537,0.395876733,0.186739416,0.861110304,0.259654791
ZNF462,-0.347127431,-0.184917258,0.746617387,1.252320148,0.077446398,0.447234491,0.074784635,0.484593636,0.223955951,0.328888836,0.588188202,0.452099996,-0.310595855,-0.446725047,0.414422112,1.13611943
AC005697.1,-0.333157075,-0.198969271,0.6951164,0.76613039,-1,-1,-0.08440148,0.328572444,-0.281608601,0.089974311,0.338518645,-1,-1,-1,0.118133062,0.958132815
SPR,-0.821300198,0.289093735,1.569427637,1.786779026,1.684345276,1.34790622,1.617673186,1.267665839,0.631217532,1.284967348,0.534235584,0.735445033,1.47462195,1.200665036,1.115548941,1.064958263
INS-IGF2,-0.252816276,-0.287904546,-0.058564054,-1,-0.549940976,-0.443172321,-0.802332582,0.55052015,-1,0.531744522,-1,-0.779678088,-1,-0.254875142,0.692948302,-1
ADAMTSL3,-0.189184064,-0.352098924,0.771521193,1.046994725,-0.122708954,-0.058081148,-0.419516953,0.728540691,0.246898469,-0.179086317,0.466776453,0.296830761,-0.440381565,-0.128574364,0.797851333,0.88745863
USB1,-0.167802422,-0.373750813,0.761300664,1.569970391,0.349848245,0.039331576,0.147359684,0.774260182,0.384564326,0.419956244,0.400516058,0.591432933,0.00880105,0.276367122,0.586696877,0.758959254
EPHX1,-0.436126423,-0.108137798,0.758469596,1.162930226,0.60703492,0.52433515,0.374047062,0.850700873,0.28225837,0.276962747,0.067121272,0.208315801,0.066392454,0.40688695,0.277353048,0.600717517
DCAF15,-0.393230631,-0.151250912,0.508343572,0.521317651,-0.210463425,0.141403049,0.010381506,0.360889027,0.101621646,-0.363292504,0.07829837,0.032633586,-0.46933423,-0.638637881,-0.043635317,-0.215233475
NAIP,-0.107982129,-0.436819702,0.125666655,0.104874458,-0.509388462,-0.363244288,-0.38743822,-0.2606743,-0.087292358,-0.339848185,-0.095096878,-0.084598951,-0.352749392,-0.172384955,-0.36267191,0.250432933
SPANXN3,-0.526259243,-0.01910381,0.717385789,0.234692636,0.088414303,-1,-1,-0.263442799,0.689933119,-1,0.645443787,0.351686754,-1,-1,0.112658615,0.860668065
SYCE1,-0.373714257,-0.172258892,0.249085793,-0.65148291,0.725274908,0.809046068,0.678791889,0.300700893,0.136899954,0.454077844,0.207715941,0.898616265,0.024067016,0.691249605,0.01436582,0.198373329
RPRD2,0.019208695,-0.565873038,0.341417922,0.764925637,-0.07709859,0.505442827,0.111423348,0.756925518,-0.058216989,0.181193109,-0.069997149,0.398427995,0.091866686,0.250134465,0.614698506,0.604518325
SFI1,-0.165868201,-0.38357963,0.209306664,0.151089629,-0.691121983,-0.032044222,-0.592447816,0.350459104,-0.505522033,-0.231954334,-0.388513335,-0.125453826,-0.171895956,-0.46595891,-0.08763508,0.169866562
KCNK9,-0.243802439,-0.307079002,1.485526092,2.24438599,-0.104930282,-0.228635235,0.179503534,1.138863602,-0.242898966,0.00214735,0.433177574,0.37759708,-0.510112503,-0.366031384,1.362208127,0.4534908
NBPF3,-0.330384562,-0.221552722,0.055827138,-0.039936777,0.333927523,0.555163576,0.228256354,-0.084602631,0.362454319,0.1472356,0.364931598,0.861245514,-0.065334337,0.700552048,0.423440998,-0.371987153
IGHMBP2,-0.214644891,-0.341305151,-0.510556514,-0.069328028,0.228520466,0.442890978,0.194574001,0.456790857,-0.099775802,0.006763315,0.118055632,0.315780011,-0.057574381,-0.146097037,0.844531413,-0.132256466
AC005747.1,-0.17664512,-0.380373942,0.626707258,1.233457335,-0.181120187,0.321905662,0.061645833,0.734391657,0.243255886,-0.562773125,0.073787246,0.047469575,0.067741318,-0.274667214,0.498073902,0.713129601
THEGL,0.051997898,-0.610301567,-1,-1,0.566713656,0.005197807,-0.799688137,0.838894972,0.065204259,0.523116022,-0.309549533,0.188785101,-1,0.515136904,-0.131625743,-0.420401246
MAPKBP1,-0.296375934,-0.264331092,0.459134851,1.074450719,0.322408068,0.035289701,-0.16151902,0.614875817,0.188527736,0.105488725,0.16059907,0.400969479,-0.370212342,0.33809895,0.692801197,0.428396102
TMEM150B,-0.207881932,-0.354021169,1.077062156,1.57656823,-0.532005566,-1,-1,0.664721871,-1,-0.261436247,0.266553887,-0.134541684,-0.786171654,-1,-0.176426533,0.711257815
SRARP,-0.590072538,0.027773739,-1,-1,-1,-1,-1,0.532251193,-0.742361144,-1,-0.917327751,-0.068335615,-1,-1,0.328782439,-1
CDKL1,-0.322493604,-0.241493537,-0.647150146,-0.403696675,-0.165384384,-0.594009763,-0.491445234,-0.621908576,-0.823821225,0.270689781,-0.457527503,0.606847229,0.062622216,-0.081314153,0.043070161,0.077459116
BRD1,-0.202450779,-0.366146102,0.807813983,0.920007064,0.171784063,0.711731917,-0.232269019,0.160474834,0.317495876,-0.204314451,0.462317871,0.419419072,0.393838683,0.100624154,0.535627626,0.797166055
CCT6B,-0.494557786,-0.074570324,0.066044008,-0.168280752,-1,-0.284612455,-0.904611882,-0.264063934,-0.564944703,-0.195675299,0.162349895,-0.072507477,-0.48277625,0.097301397,-1,0.439453332
RIPPLY2,-0.201625278,-0.372143177,-0.715857937,-1,-0.215052085,-0.393654756,-1,-0.052076527,-0.661580961,-0.440364684,-0.571842033,-1,-1,-0.883693744,-0.005204067,-1
SCN7A,-0.284502737,-0.289823294,-0.779914517,-1,-0.971329765,-0.627598962,-1,-0.873757094,-1,-1,-0.279374721,-0.55320755,-1,-1,-0.595025075,0.095642457
ZNF777,-0.085135262,-0.48989621,0.879200855,0.74841853,-0.509481235,0.367762998,0.320329524,0.297519121,0.052324115,0.04229311,-0.007036327,0.144071443,-0.305114399,-1,0.18137647,0.526853405
HTR2B,-0.176023949,-0.401333345,-0.660756911,-0.634758248,0.131928077,-0.355659901,-0.828265065,-0.306802351,-0.732686011,-0.394563715,-1,-0.310475468,-0.299305886,-0.315364299,-0.653727827,-0.00872487
SLC9A8,-0.480842597,-0.098969536,-0.043598343,0.49811487,-0.668066019,0.381110927,-0.090347068,-0.163583464,-0.436830033,0.03283984,-0.238784523,0.168020205,-0.208983697,-0.468795925,0.027442818,-1
GNB5,-0.176062705,-0.405557614,0.384269702,0.862433014,0.396514402,0.073511966,-0.234585615,0.526104747,-0.110524895,0.228045489,-0.062241457,0.217793894,-0.060211668,0.293076467,0.570658269,0.031328304
OR3A1,-0.183755451,-0.404058579,0.593943547,1.567560608,-0.853981482,-0.643647301,-0.644632397,0.955662837,0.792972205,0.109685842,0.024704156,-0.610470855,-0.63598437,0.244864444,0.861273039,1.168384918
PRR23D2,-0.376047412,-0.211929108,-0.852409585,-1,-1,-1,-1,-0.224361304,0.114562282,-1,0.128641876,0.502339706,-1,-1,1.182406377,0.287087243
